2022-02-21 22:56:46 startup archives install
2025-07-10 13:37:47 status half-configured libglvnd0:amd64 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:47 status installed libglvnd0:amd64 1.3.2-1~ubuntu0.20.04.2
2025-07-10 13:37:47 configure libjpeg-progs:amd64 1:9d-1 <none>
2025-07-10 13:37:47 status unpacked libjpeg-progs:amd64 1:9d-1
2025-07-10 13:37:47 status half-configured libjpeg-progs:amd64 1:9d-1
2025-07-10 13:37:47 status installed libjpeg-progs:amd64 1:9d-1
2025-07-10 13:37:47 configure libssl1.1:amd64 1.1.1f-1ubuntu2.24 <none>
2025-07-10 13:37:47 status unpacked libssl1.1:amd64 1.1.1f-1ubuntu2.24
2025-07-10 13:37:47 status half-configured libssl1.1:amd64 1.1.1f-1ubuntu2.24
2025-07-10 13:37:47 status installed libssl1.1:amd64 1.1.1f-1ubuntu2.24
2025-07-10 13:37:47 configure libbrotli1:amd64 1.0.7-6ubuntu0.1 <none>
2025-07-10 13:37:47 status unpacked libbrotli1:amd64 1.0.7-6ubuntu0.1
2025-07-10 13:37:47 status half-configured libbrotli1:amd64 1.0.7-6ubuntu0.1
2025-07-10 13:37:47 status installed libbrotli1:amd64 1.0.7-6ubuntu0.1
2025-07-10 13:37:47 configure libsqlite3-0:amd64 3.31.1-4ubuntu0.7 <none>
2025-07-10 13:37:47 status unpacked libsqlite3-0:amd64 3.31.1-4ubuntu0.7
2025-07-10 13:37:47 status half-configured libsqlite3-0:amd64 3.31.1-4ubuntu0.7
2025-07-10 13:37:47 status installed libsqlite3-0:amd64 3.31.1-4ubuntu0.7
2025-07-10 13:37:47 configure libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2025-07-10 13:37:47 status unpacked libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:47 status half-configured libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:47 status installed libsasl2-modules:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:47 configure x11-common:all 1:7.7+19ubuntu14 <none>
2025-07-10 13:37:47 status unpacked x11-common:all 1:7.7+19ubuntu14
2025-07-10 13:37:47 status half-configured x11-common:all 1:7.7+19ubuntu14
2025-07-10 13:37:48 status installed x11-common:all 1:7.7+19ubuntu14
2025-07-10 13:37:48 configure libsensors-config:all 1:3.6.0-2ubuntu1.1 <none>
2025-07-10 13:37:48 status unpacked libsensors-config:all 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:48 status half-configured libsensors-config:all 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:48 status installed libsensors-config:all 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:48 configure libnghttp2-14:amd64 1.40.0-1ubuntu0.3 <none>
2025-07-10 13:37:48 status unpacked libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2025-07-10 13:37:48 status half-configured libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2025-07-10 13:37:48 status installed libnghttp2-14:amd64 1.40.0-1ubuntu0.3
2025-07-10 13:37:48 configure krb5-locales:all 1.17-6ubuntu4.11 <none>
2025-07-10 13:37:48 status unpacked krb5-locales:all 1.17-6ubuntu4.11
2025-07-10 13:37:48 status half-configured krb5-locales:all 1.17-6ubuntu4.11
2025-07-10 13:37:48 status installed krb5-locales:all 1.17-6ubuntu4.11
2025-07-10 13:37:48 configure libldap-common:all 2.4.49+dfsg-2ubuntu1.10 <none>
2025-07-10 13:37:48 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:37:48 status half-configured libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:37:48 status installed libldap-common:all 2.4.49+dfsg-2ubuntu1.10
2025-07-10 13:37:48 configure libjbig0:amd64 2.1-3.1ubuntu0.20.04.1 <none>
2025-07-10 13:37:48 status unpacked libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2025-07-10 13:37:48 status half-configured libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2025-07-10 13:37:48 status installed libjbig0:amd64 2.1-3.1ubuntu0.20.04.1
2025-07-10 13:37:48 configure libkrb5support0:amd64 1.17-6ubuntu4.11 <none>
2025-07-10 13:37:48 status unpacked libkrb5support0:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:48 status half-configured libkrb5support0:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:48 status installed libkrb5support0:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:48 configure libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2025-07-10 13:37:48 status unpacked libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:48 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:48 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:48 configure libid3tag0:amd64 0.15.1b-14 <none>
2025-07-10 13:37:48 status unpacked libid3tag0:amd64 0.15.1b-14
2025-07-10 13:37:48 status half-configured libid3tag0:amd64 0.15.1b-14
2025-07-10 13:37:48 status installed libid3tag0:amd64 0.15.1b-14
2025-07-10 13:37:48 configure libfontenc1:amd64 1:1.1.4-0ubuntu1 <none>
2025-07-10 13:37:48 status unpacked libfontenc1:amd64 1:1.1.4-0ubuntu1
2025-07-10 13:37:48 status half-configured libfontenc1:amd64 1:1.1.4-0ubuntu1
2025-07-10 13:37:48 status installed libfontenc1:amd64 1:1.1.4-0ubuntu1
2025-07-10 13:37:48 configure libx11-data:all 2:1.6.9-2ubuntu1.6 <none>
2025-07-10 13:37:48 status unpacked libx11-data:all 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:48 status half-configured libx11-data:all 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:48 status installed libx11-data:all 2:1.6.9-2ubuntu1.6
2025-07-10 13:37:48 configure librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1 <none>
2025-07-10 13:37:48 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2025-07-10 13:37:48 status half-configured librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2025-07-10 13:37:48 status installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build1
2025-07-10 13:37:48 configure xfonts-encodings:all 1:1.0.5-0ubuntu1 <none>
2025-07-10 13:37:48 status unpacked xfonts-encodings:all 1:1.0.5-0ubuntu1
2025-07-10 13:37:48 status half-configured xfonts-encodings:all 1:1.0.5-0ubuntu1
2025-07-10 13:37:48 status installed xfonts-encodings:all 1:1.0.5-0ubuntu1
2025-07-10 13:37:48 configure libfribidi0:amd64 1.0.8-2ubuntu0.1 <none>
2025-07-10 13:37:48 status unpacked libfribidi0:amd64 1.0.8-2ubuntu0.1
2025-07-10 13:37:48 status half-configured libfribidi0:amd64 1.0.8-2ubuntu0.1
2025-07-10 13:37:48 status installed libfribidi0:amd64 1.0.8-2ubuntu0.1
2025-07-10 13:37:48 configure libexif12:amd64 0.6.21-6ubuntu0.4 <none>
2025-07-10 13:37:48 status unpacked libexif12:amd64 0.6.21-6ubuntu0.4
2025-07-10 13:37:48 status half-configured libexif12:amd64 0.6.21-6ubuntu0.4
2025-07-10 13:37:48 status installed libexif12:amd64 0.6.21-6ubuntu0.4
2025-07-10 13:37:48 configure libpng16-16:amd64 1.6.37-2 <none>
2025-07-10 13:37:48 status unpacked libpng16-16:amd64 1.6.37-2
2025-07-10 13:37:48 status half-configured libpng16-16:amd64 1.6.37-2
2025-07-10 13:37:48 status installed libpng16-16:amd64 1.6.37-2
2025-07-10 13:37:48 configure libwebp6:amd64 0.6.1-2ubuntu0.20.04.3 <none>
2025-07-10 13:37:48 status unpacked libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2025-07-10 13:37:48 status half-configured libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2025-07-10 13:37:48 status installed libwebp6:amd64 0.6.1-2ubuntu0.20.04.3
2025-07-10 13:37:48 configure fonts-dejavu-core:all 2.37-1 <none>
2025-07-10 13:37:48 status unpacked fonts-dejavu-core:all 2.37-1
2025-07-10 13:37:48 status half-configured fonts-dejavu-core:all 2.37-1
2025-07-10 13:37:49 status installed fonts-dejavu-core:all 2.37-1
2025-07-10 13:37:49 configure ucf:all 3.0038+nmu1 <none>
2025-07-10 13:37:49 status unpacked ucf:all 3.0038+nmu1
2025-07-10 13:37:49 status half-configured ucf:all 3.0038+nmu1
2025-07-10 13:37:49 status installed ucf:all 3.0038+nmu1
2025-07-10 13:37:49 configure libsensors5:amd64 1:3.6.0-2ubuntu1.1 <none>
2025-07-10 13:37:49 status unpacked libsensors5:amd64 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:49 status half-configured libsensors5:amd64 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:49 status installed libsensors5:amd64 1:3.6.0-2ubuntu1.1
2025-07-10 13:37:49 configure libk5crypto3:amd64 1.17-6ubuntu4.11 <none>
2025-07-10 13:37:49 status unpacked libk5crypto3:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:49 status half-configured libk5crypto3:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:49 status installed libk5crypto3:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:49 configure libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3 <none>
2025-07-10 13:37:49 status unpacked libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2025-07-10 13:37:49 status half-configured libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2025-07-10 13:37:49 status installed libjpeg-turbo8:amd64 2.0.3-0ubuntu1.20.04.3
2025-07-10 13:37:49 configure libglapi-mesa:amd64 21.2.6-0ubuntu0.1~20.04.2 <none>
2025-07-10 13:37:49 status unpacked libglapi-mesa:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:49 status half-configured libglapi-mesa:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:49 status installed libglapi-mesa:amd64 21.2.6-0ubuntu0.1~20.04.2
2025-07-10 13:37:49 configure libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1 <none>
2025-07-10 13:37:49 status unpacked libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:49 status half-configured libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:49 status installed libsasl2-2:amd64 2.1.27+dfsg-2ubuntu0.1
2025-07-10 13:37:49 configure libvulkan1:amd64 1.2.131.2-1 <none>
2025-07-10 13:37:49 status unpacked libvulkan1:amd64 1.2.131.2-1
2025-07-10 13:37:49 status half-configured libvulkan1:amd64 1.2.131.2-1
2025-07-10 13:37:49 status installed libvulkan1:amd64 1.2.131.2-1
2025-07-10 13:37:49 configure libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2025-07-10 13:37:49 status unpacked libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:49 status half-configured libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:49 status installed libroken18-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:49 configure libutempter0:amd64 1.1.6-4 <none>
2025-07-10 13:37:49 status unpacked libutempter0:amd64 1.1.6-4
2025-07-10 13:37:49 status half-configured libutempter0:amd64 1.1.6-4
2025-07-10 13:37:49 status installed libutempter0:amd64 1.1.6-4
2025-07-10 13:37:49 configure libgif7:amd64 5.1.9-1ubuntu0.1 <none>
2025-07-10 13:37:49 status unpacked libgif7:amd64 5.1.9-1ubuntu0.1
2025-07-10 13:37:49 status half-configured libgif7:amd64 5.1.9-1ubuntu0.1
2025-07-10 13:37:49 status installed libgif7:amd64 5.1.9-1ubuntu0.1
2025-07-10 13:37:49 configure yudit-common:all 2.9.6-8build1 <none>
2025-07-10 13:37:49 status unpacked yudit-common:all 2.9.6-8build1
2025-07-10 13:37:49 status half-configured yudit-common:all 2.9.6-8build1
2025-07-10 13:37:49 status installed yudit-common:all 2.9.6-8build1
2025-07-10 13:37:49 configure libxshmfence1:amd64 1.3-1 <none>
2025-07-10 13:37:49 status unpacked libxshmfence1:amd64 1.3-1
2025-07-10 13:37:49 status half-configured libxshmfence1:amd64 1.3-1
2025-07-10 13:37:49 status installed libxshmfence1:amd64 1.3-1
2025-07-10 13:37:49 configure libkrb5-3:amd64 1.17-6ubuntu4.11 <none>
2025-07-10 13:37:49 status unpacked libkrb5-3:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:49 status half-configured libkrb5-3:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:49 status installed libkrb5-3:amd64 1.17-6ubuntu4.11
2025-07-10 13:37:49 configure menu:amd64 2.1.47ubuntu4 <none>
2025-07-10 13:37:49 status unpacked menu:amd64 2.1.47ubuntu4
2025-07-10 13:37:50 status half-configured menu:amd64 2.1.47ubuntu4
2025-07-10 13:37:50 status installed menu:amd64 2.1.47ubuntu4
2025-07-10 13:37:50 status triggers-pending menu:amd64 2.1.47ubuntu4
2025-07-10 13:37:50 configure openssl:amd64 1.1.1f-1ubuntu2.24 <none>
2025-07-10 13:37:50 status unpacked openssl:amd64 1.1.1f-1ubuntu2.24
2025-07-10 13:37:50 status half-configured openssl:amd64 1.1.1f-1ubuntu2.24
2025-07-10 13:37:50 status installed openssl:amd64 1.1.1f-1ubuntu2.24
2025-07-10 13:37:50 configure libbsd0:amd64 0.10.0-1 <none>
2025-07-10 13:37:50 status unpacked libbsd0:amd64 0.10.0-1
2025-07-10 13:37:50 status half-configured libbsd0:amd64 0.10.0-1
2025-07-10 13:37:50 status installed libbsd0:amd64 0.10.0-1
2025-07-10 13:37:50 configure libdrm-common:all 2.4.107-8ubuntu1~20.04.2 <none>
2025-07-10 13:37:50 status unpacked libdrm-common:all 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:50 status half-configured libdrm-common:all 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:50 status installed libdrm-common:all 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:37:50 configure libelf1:amd64 0.176-1.1ubuntu0.1 <none>
2025-07-10 13:37:50 status unpacked libelf1:amd64 0.176-1.1ubuntu0.1
2025-07-10 13:37:50 status half-configured libelf1:amd64 0.176-1.1ubuntu0.1
2025-07-10 13:37:50 status installed libelf1:amd64 0.176-1.1ubuntu0.1
2025-07-10 13:37:50 configure publicsuffix:all 20200303.0012-1 <none>
2025-07-10 13:37:50 status unpacked publicsuffix:all 20200303.0012-1
2025-07-10 13:37:50 status half-configured publicsuffix:all 20200303.0012-1
2025-07-10 13:37:50 status installed publicsuffix:all 20200303.0012-1
2025-07-10 13:37:50 configure xbitmaps:all 1.1.1-2 <none>
2025-07-10 13:37:50 status unpacked xbitmaps:all 1.1.1-2
2025-07-10 13:37:50 status half-configured xbitmaps:all 1.1.1-2
2025-07-10 13:37:50 status installed xbitmaps:all 1.1.1-2
2025-07-10 13:37:50 configure libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2025-07-10 13:37:50 status unpacked libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:50 status half-configured libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:50 status installed libheimbase1-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:50 configure libwayland-client0:amd64 1.18.0-1ubuntu0.1 <none>
2025-07-10 13:37:50 status unpacked libwayland-client0:amd64 1.18.0-1ubuntu0.1
2025-07-10 13:37:50 status half-configured libwayland-client0:amd64 1.18.0-1ubuntu0.1
2025-07-10 13:37:50 status installed libwayland-client0:amd64 1.18.0-1ubuntu0.1
2025-07-10 13:37:50 configure libjpeg8:amd64 8c-2ubuntu8 <none>
2025-07-10 13:37:50 status unpacked libjpeg8:amd64 8c-2ubuntu8
2025-07-10 13:37:50 status half-configured libjpeg8:amd64 8c-2ubuntu8
2025-07-10 13:37:50 status installed libjpeg8:amd64 8c-2ubuntu8
2025-07-10 13:37:50 configure libice6:amd64 2:1.0.10-0ubuntu1 <none>
2025-07-10 13:37:50 status unpacked libice6:amd64 2:1.0.10-0ubuntu1
2025-07-10 13:37:50 status half-configured libice6:amd64 2:1.0.10-0ubuntu1
2025-07-10 13:37:50 status installed libice6:amd64 2:1.0.10-0ubuntu1
2025-07-10 13:37:50 configure libxdmcp6:amd64 1:1.1.3-0ubuntu1 <none>
2025-07-10 13:37:50 status unpacked libxdmcp6:amd64 1:1.1.3-0ubuntu1
2025-07-10 13:37:50 status half-configured libxdmcp6:amd64 1:1.1.3-0ubuntu1
2025-07-10 13:37:50 status installed libxdmcp6:amd64 1:1.1.3-0ubuntu1
2025-07-10 13:37:50 configure libxcb1:amd64 1.14-2 <none>
2025-07-10 13:37:50 status unpacked libxcb1:amd64 1.14-2
2025-07-10 13:37:50 status half-configured libxcb1:amd64 1.14-2
2025-07-10 13:37:50 status installed libxcb1:amd64 1.14-2
2025-07-10 13:37:50 configure libxcb-xfixes0:amd64 1.14-2 <none>
2025-07-10 13:37:50 status unpacked libxcb-xfixes0:amd64 1.14-2
2025-07-10 13:37:50 status half-configured libxcb-xfixes0:amd64 1.14-2
2025-07-10 13:37:51 status installed libxcb-xfixes0:amd64 1.14-2
2025-07-10 13:37:51 configure fontconfig-config:all 2.13.1-2ubuntu3 <none>
2025-07-10 13:37:51 status unpacked fontconfig-config:all 2.13.1-2ubuntu3
2025-07-10 13:37:51 status half-configured fontconfig-config:all 2.13.1-2ubuntu3
2025-07-10 13:37:51 status installed fontconfig-config:all 2.13.1-2ubuntu3
2025-07-10 13:37:51 configure libxcb-glx0:amd64 1.14-2 <none>
2025-07-10 13:37:51 status unpacked libxcb-glx0:amd64 1.14-2
2025-07-10 13:37:51 status half-configured libxcb-glx0:amd64 1.14-2
2025-07-10 13:37:51 status installed libxcb-glx0:amd64 1.14-2
2025-07-10 13:37:51 configure libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2025-07-10 13:37:51 status unpacked libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:51 status half-configured libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:51 status installed libasn1-8-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:51 configure libedit2:amd64 3.1-20191231-1 <none>
2025-07-10 13:37:51 status unpacked libedit2:amd64 3.1-20191231-1
2025-07-10 13:37:51 status half-configured libedit2:amd64 3.1-20191231-1
2025-07-10 13:37:51 status installed libedit2:amd64 3.1-20191231-1
2025-07-10 13:37:52 configure libxcb-shape0:amd64 1.14-2 <none>
2025-07-10 13:37:52 status unpacked libxcb-shape0:amd64 1.14-2
2025-07-10 13:37:52 status half-configured libxcb-shape0:amd64 1.14-2
2025-07-10 13:37:52 status installed libxcb-shape0:amd64 1.14-2
2025-07-10 13:37:52 configure libxcb-shm0:amd64 1.14-2 <none>
2025-07-10 13:37:52 status unpacked libxcb-shm0:amd64 1.14-2
2025-07-10 13:37:52 status half-configured libxcb-shm0:amd64 1.14-2
2025-07-10 13:37:52 status installed libxcb-shm0:amd64 1.14-2
2025-07-10 13:37:52 configure libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2025-07-10 13:37:52 status unpacked libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:52 status half-configured libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:52 status installed libhcrypto4-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:37:52 configure libxcb-present0:amd64 1.14-2 <none>
2025-07-10 13:37:52 status unpacked libxcb-present0:amd64 1.14-2
2025-07-10 13:37:52 status half-configured libxcb-present0:amd64 1.14-2
2025-07-10 13:37:52 status installed libxcb-present0:amd64 1.14-2
2025-07-10 13:37:52 configure ca-certificates:all 20240203~20.04.1 <none>
2025-07-10 13:37:52 status unpacked ca-certificates:all 20240203~20.04.1
2025-07-10 13:37:52 status half-configured ca-certificates:all 20240203~20.04.1
2025-07-10 13:38:09 status installed ca-certificates:all 20240203~20.04.1
2025-07-10 13:38:09 status triggers-pending ca-certificates:all 20240203~20.04.1
2025-07-10 13:38:09 configure libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4 <none>
2025-07-10 13:38:10 status unpacked libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:38:10 status half-configured libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:38:10 status installed libwind0-heimdal:amd64 7.7.0+dfsg-1ubuntu1.4
2025-07-10 13:38:10 configure libfreetype6:amd64 2.10.1-2ubuntu0.4 <none>
2025-07-10 13:38:10 status unpacked libfreetype6:amd64 2.10.1-2ubuntu0.4
2025-07-10 13:38:10 status half-configured libfreetype6:amd64 2.10.1-2ubuntu0.4
2025-07-10 13:38:10 status installed libfreetype6:amd64 2.10.1-2ubuntu0.4
2025-07-10 13:38:10 configure libxcb-sync1:amd64 1.14-2 <none>
2025-07-10 13:38:10 status unpacked libxcb-sync1:amd64 1.14-2
2025-07-10 13:38:10 status half-configured libxcb-sync1:amd64 1.14-2
2025-07-10 13:38:10 status installed libxcb-sync1:amd64 1.14-2
2025-07-10 13:38:10 configure libllvm12:amd64 1:12.0.0-3ubuntu1~20.04.5 <none>
2025-07-10 13:38:10 status unpacked libllvm12:amd64 1:12.0.0-3ubuntu1~20.04.5
2025-07-10 13:38:10 status half-configured libllvm12:amd64 1:12.0.0-3ubuntu1~20.04.5
2025-07-10 13:38:10 status installed libllvm12:amd64 1:12.0.0-3ubuntu1~20.04.5
2025-07-10 13:38:10 configure libgssapi-krb5-2:amd64 1.17-6ubuntu4.11 <none>
2025-07-10 13:38:10 status unpacked libgssapi-krb5-2:amd64 1.17-6ubuntu4.11
2025-07-10 13:38:10 status half-configured libgssapi-krb5-2:amd64 1.17-6ubuntu4.11
2025-07-10 13:38:10 status installed libgssapi-krb5-2:amd64 1.17-6ubuntu4.11
2025-07-10 13:38:10 configure libssh-4:amd64 0.9.3-2ubuntu2.5 <none>
2025-07-10 13:38:10 status unpacked libssh-4:amd64 0.9.3-2ubuntu2.5
2025-07-10 13:38:10 status half-configured libssh-4:amd64 0.9.3-2ubuntu2.5
2025-07-10 13:38:10 status installed libssh-4:amd64 0.9.3-2ubuntu2.5
2025-07-10 13:38:10 configure libxcb-dri2-0:amd64 1.14-2 <none>
2025-07-10 13:38:10 status unpacked libxcb-dri2-0:amd64 1.14-2
2025-07-10 13:38:10 status half-configured libxcb-dri2-0:amd64 1.14-2
2025-07-10 13:38:10 status installed libxcb-dri2-0:amd64 1.14-2
2025-07-10 13:38:10 configure libdrm2:amd64 2.4.107-8ubuntu1~20.04.2 <none>
2025-07-10 13:38:10 status unpacked libdrm2:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:38:10 status half-configured libdrm2:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:38:10 status installed libdrm2:amd64 2.4.107-8ubuntu1~20.04.2
2025-07-10 13:38:10 configure libxcb-randr0:amd64 1.14-2 <none>
2025-07-10 13:38:10 status unpacked libxcb-randr0:amd64 1.14-2
2025-07-10 13:38:10 status half-configured libxcb-randr0:amd64 1.14-2
2025-07-10 13:38:10 status installed libxcb-randr0:amd64 1.14-2
2025-07-10 13:38:10 configure libx11-6:amd64 2:1.6.9-2ubuntu1.6 <none>
2025-07-10 13:38:10 status unpacked libx11-6:amd64 2:1.6.9-2ubuntu1.6
2025-07-10 13:38:10 status half-configured libx11-6:amd64 2:1.6.9-2ubuntu1.6
2025-07-10 13:38:10 status installed libx11-6:amd64 2:1.6.9-2ubuntu1.6
2025-07-10 13:38:10 configure libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14 <none>
2025-07-10 13:38:10 status unpacked libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2025-07-10 13:38:10 status half-configured libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2025-07-10 13:38:10 status installed libtiff5:amd64 4.1.0+git191117-2ubuntu0.20.04.14
2025-07-10 13:38:10 configure libfontconfig1:amd64 2.13.1-2ubuntu3 <none>
2025-07-10 13:38:10 status unpacked libfontconfig1:amd64 2.13.1-2ubuntu3
2025-07-10 13:38:10 status half-configured libfontconfig1:amd64 2.13.1-2ubuntu3
2025-07-10 13:38:10 status installed libfontconfig1:amd64 2.13.1-2ubuntu3
2025-07-10 13:38:10 configure libxkbfile1:amd64 1:1.1.0-1 <none>
2025-07-10 13:38:10 status unpacked libxkbfile1:amd64 1:1.1.0-1
2025-07-10 13:38:10 status half-configured libxkbfile1:amd64 1:1.1.0-1
2025-07-10 13:38:10 status installed libxkbfile1:amd64 1:1.1.0-1
2025-07-10 13:38:10 configure libxcomposite1:amd64 1:0.4.5-1 <none>
2025-07-10 13:38:10 status unpacked libxcomposite1:amd64 1:0.4.5-1
2025-07-10 13:38:10 status half-configured libxcomposite1:amd64 1:0.4.5-1
2025-07-10 13:38:10 status installed libxcomposite1:amd64 1:0.4.5-1
2025-07-10 13:38:10 configure libsm6:amd64 2:1.2.3-1 <none>
2025-07-10 13:38:10 status unpacked libsm6:amd64 2:1.2.3-1
2025-07-10 13:38:10 status half-configured libsm6:amd64 2:1.2.3-1
2025-07-10 13:38:10 status installed libsm6:amd64 2:1.2.3-1
2025-07-10 13:38:10 configure libxmuu1:amd64 2:1.1.3-0ubuntu1 <none>
2025-07-10 13:38:10 status unpacked libxmuu1:amd64 2:1.1.3-0ubuntu1
2025-07-10 13:38:10 status half-configured libxmuu1:amd64 2:1.1.3-0ubuntu1
2025-07-10 13:38:10 status installed libxmuu1:amd64 2:1.1.3-0ubuntu1
